Tarih,Varlık,Fiyat,Supertrend_Sinyal,Tilson_Sinyal,Hacim_SMI,Kombine_Dip,SSL&EMA_Sinyal,BB_Sikisma,BB_Fiyat_Durum,Destek_Direnc,Alim_Bandi,Satim_Bandi,EMA_200_Durumu,RSI,StochRSI,TSI,BB_Bant_Durum
2026-07-20 15:58,AYCES,503.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 514.44 (%2.3 üstte),406.00-421.25 (%16.3 altta),-,-11.24,32.9,5.0,-0.98,
2026-07-20 15:58,AYDEM,28.48,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 27.36 (%3.9 altta),-,28.06-30.00 (fiyat bandın içinde!),19.88,69.56,100.0,0.8,
2026-07-20 15:58,AYEN,36.58,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 35.59 (%2.7 altta),31.30-35.26 (%3.6 altta),-,18.05,52.73,82.1,-0.02,
2026-07-20 15:58,AYES,32.3,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Destek: 32.29 (%0.0 altta) | EMA21 Direnç: 32.82 (%1.6 üstte),13.52-14.15 (%56.2 altta),-,27.79,47.36,17.22,-0.83,
2026-07-20 15:58,AYGAZ,275.25,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 260.15 (%5.5 altta),187.66-192.14 (%30.2 altta),270.50-289.75 (fiyat bandın içinde!),26.42,79.46,100.0,0.97,
2026-07-20 15:58,AZTEK,4.7,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 4.64 (%1.4 altta) | EMA200 Direnç: 4.72 (%0.4 üstte),-,-,-0.44,45.34,39.31,-0.76,
2026-07-20 15:58,BAGFS,25.2,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 25.08 (%0.5 altta) | EMA21 Direnç: 25.72 (%2.1 üstte),-,35.82-38.88 (%42.1 üstte),-17.55,41.87,91.22,-0.46,
2026-07-20 15:58,BAHKM,115.8,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Destek: 114.41 (%1.2 altta) | EMA5 Direnç: 116.62 (%0.7 üstte),46.74-48.20 (%58.4 altta),120.20-132.00 (%3.8 üstte),20.26,48.55,29.5,0.17,
2026-07-20 15:58,BAKAB,52.55,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 52.05 (%1.0 altta) | EMA5 Direnç: 52.64 (%0.2 üstte),35.84-38.26 (%27.2 altta),-,19.85,52.46,31.84,-0.05,
2026-07-20 15:58,BALAT,77.0,🟢 Yükseliş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 76.86 (%0.2 altta) | EMA100 Direnç: 77.63 (%0.8 üstte),-,108.60-112.20 (%41.0 üstte),-2.38,58.38,75.91,0.9,
2026-07-20 15:58,BALSU,17.44,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA200 Destek: 17.31 (%0.8 altta),13.16-14.08 (%19.3 altta),25.57-27.83 (%46.6 üstte),0.78,57.79,71.21,-0.22,
2026-07-20 15:58,BANVT,163.0,🟢 Yükseliş Trendinde,🔴 SAT,-,-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Direnç: 163.95 (%0.6 üstte),-,181.80-189.50 (%11.5 üstte),-5.07,43.75,1.27,-0.96,
2026-07-20 15:58,BARMA,58.1,🩸 SAT (Trend Kırıldı),🔴 SAT,-,🟢 POTANSİYEL DİP,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,🚨Fiyat Bandın Altında!,EMA200 Destek: 46.55 (%19.9 altta) | EMA100 Direnç: 58.99 (%1.5 üstte),-,-,24.81,29.01,0.0,-0.53,
2026-07-20 15:58,BASCM,14.03,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 14.02 (%0.1 altta) | EMA21 Direnç: 14.26 (%1.7 üstte),13.50-13.65 (%2.7 altta),17.00-18.00 (%21.2 üstte),-6.09,41.98,82.35,-0.47,
2026-07-20 15:58,BASGZ,46.42,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 43.62 (%6.0 altta) | EMA5 Direnç: 46.43 (%0.0 üstte),45.20-47.37 (fiyat bandın içinde!),-,6.42,43.04,37.07,-0.66,
2026-07-20 15:58,BAYRK,4.71,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA21 Destek: 4.69 (%0.5 altta) | EMA55 Direnç: 4.85 (%2.9 üstte),-,5.05-5.38 (%7.2 üstte),-14.3,48.9,94.83,-0.07,
2026-07-20 15:58,BEGYO,3.85,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 3.85 (%0.1 üstte),-,4.51-4.70 (%17.1 üstte),-27.3,35.79,37.96,-0.93,
2026-07-20 15:58,BERA,14.97,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 14.94 (%0.2 altta) | EMA21 Direnç: 15.59 (%4.2 üstte),-,-,-12.74,38.39,74.82,-0.83,
2026-07-20 15:58,BESLR,13.51,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 13.25 (%1.9 altta) | EMA21 Direnç: 13.59 (%0.6 üstte),-,-,-4.08,46.48,64.35,-0.77,
2026-07-20 15:58,BESTE,34.64,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,-,-,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 34.41 (%0.7 altta),-,-,-,51.09,86.58,0.15,
2026-07-20 15:58,BETAE,90.05,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,-,-,-,EMA5 Destek: 89.91 (%0.2 altta),-,-,-,,,,
2026-07-20 15:58,BEYAZ,24.22,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 24.15 (%0.3 altta) | EMA21 Direnç: 25.20 (%4.0 üstte),-,-,-14.14,35.61,47.66,-0.85,
2026-07-20 15:58,BFREN,129.6,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 130.32 (%0.6 üstte),-,165.20-172.80 (%27.5 üstte),-15.28,35.45,31.11,-0.9,
2026-07-20 15:58,BIENY,20.96,🔴 Düşüş Trendinde,⏳ BEKLE,🔴 ZAYIFLAMA (Zaten Dipte),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 21.11 (%0.7 üstte),-,40.00-43.98 (%90.8 üstte),-26.44,34.3,39.86,-0.89,
2026-07-20 15:58,BIGCH,6.58,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 6.58 (%0.1 üstte),-,10.84-11.38 (%64.7 üstte),-23.25,43.63,26.44,-0.73,
2026-07-20 15:58,BIGEN,100.7,🟢 Yükseliş Trendinde,⏳ BEKLE,-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 100.38 (%0.3 altta),-,-,205.7,69.53,60.14,0.81,
2026-07-20 15:58,BIGTK,310.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA200 Destek: 297.65 (%4.0 altta),205.10-209.70 (%32.4 altta),348.75-382.25 (%12.5 üstte),4.15,60.94,14.79,0.34,
2026-07-20 15:58,BIMAS,399.75,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 389.08 (%2.7 altta),236.44-244.88 (%38.7 altta),-,20.95,62.19,89.86,0.86,
2026-07-20 15:58,BINBN,176.3,🟢 Yükseliş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 176.02 (%0.2 altta) | EMA21 Direnç: 176.79 (%0.3 üstte),155.00-162.70 (%7.7 altta),203.40-214.50 (%15.4 üstte),0.17,49.49,13.17,-0.14,
2026-07-20 15:58,BINHO,10.86,🟢 Yükseliş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🚀 ASIL SİNYAL: GÜÇLÜ AL (EMA Sıralı + SSL Onay),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 10.63 (%2.1 altta),8.39-8.56 (%21.2 altta),-,10.1,59.44,17.61,-0.17,
2026-07-20 15:58,BIOEN,17.07,🔴 Düşüş Trendinde,🔴 SAT,-,-,🩸 ASIL SİNYAL: GÜÇLÜ SAT (EMA Çöktü + SSL Onay),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 17.39 (%1.9 üstte),-,25.48-27.68 (%49.3 üstte),-11.96,42.94,40.41,-0.66,
2026-07-20 15:58,BIZIM,25.14,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 25.17 (%0.1 üstte),-,-,-8.56,40.91,32.12,-0.44,
2026-07-20 15:58,BJKAS,1.86,🔥 AL (Taze Kırılım),🟢 AL (Trend Onaylı),-,-,"⚡ Yükseliş Hazırlığı (50>100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA200 Destek: 1.74 (%6.4 altta),1.44-1.46 (%21.5 altta),2.25-2.40 (%21.0 üstte),6.87,69.72,93.36,0.46,
2026-07-20 15:58,BLCYT,20.68,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 21.08 (%2.0 üstte),-,-,-31.47,31.49,54.84,-0.6,
2026-07-20 15:58,BLUME,33.7,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 33.55 (%0.5 altta) | EMA21 Direnç: 34.39 (%2.1 üstte),30.68-32.10 (%4.7 altta),59.25-61.30 (%75.8 üstte),-23.35,46.62,18.65,-0.56,
2026-07-20 15:58,BMSCH,13.57,🔴 Düşüş Trendinde,⏳ BEKLE,🟢 POTANSİYEL DİP (0 Altı - Hacimsiz),-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 13.43 (%1.0 altta) | EMA21 Direnç: 14.43 (%6.3 üstte),-,30.40-33.44 (%124.0 üstte),-22.15,35.36,43.23,-0.77,
2026-07-20 15:58,BMSTL,45.78,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🟡 Normal Genişlik,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 45.77 (%0.0 altta),38.40-43.20 (%5.6 altta),-,9.46,56.01,66.21,0.44,
2026-07-20 15:58,BNTAS,6.2,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 6.17 (%0.5 altta) | EMA21 Direnç: 6.29 (%1.5 üstte),-,7.06-7.70 (%13.9 üstte),-7.31,44.03,82.67,-0.37,
2026-07-20 15:58,BOBET,19.92,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,🚨Fiyat Bandın Üzerinde!,EMA200 Destek: 19.67 (%1.3 altta),18.55-18.88 (%5.2 altta),20.08-21.12 (%0.8 üstte),1.29,64.04,83.7,0.4,
2026-07-20 15:58,BORLS,6.08,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA55 Direnç: 6.13 (%0.9 üstte),2.66-2.72 (%55.3 altta),27.00-31.20 (%344.1 üstte),-37.1,46.05,30.03,-0.83,
2026-07-20 15:58,BORSK,5.93,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 5.88 (%0.9 altta) | EMA21 Direnç: 5.99 (%1.0 üstte),5.34-5.45 (%8.1 altta),-,-4.45,45.49,86.73,-0.59,
2026-07-20 15:58,BOSSA,7.15,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,🚨Fiyat Bandın Üzerinde!,EMA5 Destek: 6.81 (%4.7 altta),-,7.12-7.44 (fiyat bandın içinde!),6.29,70.15,100.0,0.66,
2026-07-20 15:58,BRISA,83.3,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 82.20 (%1.3 altta) | EMA21 Direnç: 84.42 (%1.3 üstte),75.95-77.85 (%6.5 altta),-,-3.4,43.72,78.5,-0.72,
2026-07-20 15:58,BRKO,12.14,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 11.25 (%7.3 altta) | EMA5 Direnç: 12.41 (%2.2 üstte),11.00-11.36 (%6.4 altta),-,7.87,40.97,0.67,-0.92,
2026-07-20 15:58,BRKSN,7.6,🔴 Düşüş Trendinde,🔴 SAT,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 7.68 (%1.0 üstte),7.10-7.31 (%3.9 altta),8.40-8.73 (%10.5 üstte),-8.23,35.44,39.63,-0.46,
2026-07-20 15:58,BRKVY,82.6,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 82.58 (%0.0 altta) | EMA21 Direnç: 86.13 (%4.3 üstte),78.45-83.57 (fiyat bandın içinde!),117.80-128.35 (%42.6 üstte),-10.22,36.91,43.17,-0.86,
2026-07-20 15:58,BRLSM,17.34,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 16.72 (%3.6 altta) | EMA5 Direnç: 17.40 (%0.3 üstte),14.78-15.14 (%12.7 altta),18.32-20.40 (%5.7 üstte),3.69,43.18,54.14,-0.67,
2026-07-20 15:58,BRMEN,18.39,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 18.22 (%0.9 altta),6.30-7.00 (%61.9 altta),-,37.52,58.65,44.51,-0.01,
2026-07-20 15:58,BRSAN,554.0,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 552.27 (%0.3 altta) | EMA21 Direnç: 557.92 (%0.7 üstte),383.50-399.00 (%28.0 altta),-,4.69,48.47,73.53,-0.25,
2026-07-20 15:58,BRYAT,1821.0,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 1822.35 (%0.1 üstte),-,2355.55-2459.57 (%29.4 üstte),-10.95,41.09,72.07,-0.74,
2026-07-20 15:58,BSOKE,37.06,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 36.79 (%0.7 altta),14.31-15.26 (%58.8 altta),-,33.64,54.4,78.33,-0.11,
2026-07-20 15:58,BTCIM,5.53,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 5.24 (%5.2 altta) | EMA5 Direnç: 5.56 (%0.5 üstte),3.67-3.78 (%31.6 altta),6.35-6.63 (%14.8 üstte),5.48,39.16,54.63,-0.73,
2026-07-20 15:58,BUCIM,5.41,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 5.38 (%0.5 altta) | EMA21 Direnç: 5.57 (%3.0 üstte),-,6.27-6.45 (%15.9 üstte),-14.92,36.75,84.47,-0.85,
2026-07-20 15:58,BULGS,39.34,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 39.88 (%1.4 üstte),-,45.39-47.89 (%15.4 üstte),-3.9,46.0,86.9,-0.05,
2026-07-20 15:58,BURCE,40.88,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 40.70 (%0.4 altta) | EMA21 Direnç: 41.62 (%1.8 üstte),39.50-42.18 (fiyat bandın içinde!),55.70-63.30 (%36.3 üstte),-3.14,43.61,77.34,-0.6,
2026-07-20 15:58,BURVA,850.0,🔴 Düşüş Trendinde,🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 702.48 (%17.4 altta) | EMA5 Direnç: 863.99 (%1.6 üstte),-,-,21.0,35.74,21.92,-0.91,
2026-07-20 15:58,BVSAN,119.3,🔴 Düşüş Trendinde,⏳ BEKLE,🩸 SAT (Zirveden Dönüş),-,⚪ Karışık / Testere Piyasası,🚨 BB SIKIŞMA,⚪Fiyat Alt_Orta Bant Aralığında,EMA200 Destek: 116.57 (%2.3 altta) | EMA100 Direnç: 119.40 (%0.1 üstte),100.30-103.00 (%13.7 altta),-,2.35,46.98,59.23,0.61,
2026-07-20 15:58,BYDNR,39.52,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),🚨 BB SIKIŞMA,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 39.04 (%1.2 altta),22.00-23.12 (%41.5 altta),-,19.02,53.8,93.93,0.51,
2026-07-20 15:58,CANTE,1.3,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 1.29 (%0.8 altta) | EMA21 Direnç: 1.34 (%3.1 üstte),-,1.87-1.96 (%43.8 üstte),-27.58,37.54,94.02,-0.59,
2026-07-20 15:58,CASA,74.0,🔴 Düşüş Trendinde,🔥 GÜÇLÜ AL (Taze Kırılım),-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 72.80 (%1.6 altta) | EMA21 Direnç: 75.53 (%2.1 üstte),-,-,-21.23,43.96,59.25,-0.57,
2026-07-20 15:58,CATES,46.0,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),📈 TREND DEVAMI (0 Üstü + Hacim),-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 45.23 (%1.7 altta),32.20-33.42 (%27.3 altta),44.10-47.22 (fiyat bandın içinde!),19.01,66.09,75.31,0.85,
2026-07-20 15:58,CCOLA,89.5,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 87.37 (%2.4 altta),64.58-67.19 (%24.9 altta),-,30.65,62.01,78.5,0.67,
2026-07-20 15:58,CELHA,25.14,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,🔴 ZİRVEDE,🟢 EMA Yükselişte (SSL Ok Bekleniyor),⚪ Yelpaze Açık,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 23.78 (%5.4 altta),8.92-9.96 (%60.4 altta),-,90.42,71.88,100.0,0.93,
2026-07-20 15:58,CEMAS,4.26,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 4.24 (%0.4 altta) | EMA21 Direnç: 4.41 (%3.6 üstte),3.98-4.17 (%2.1 altta),5.05-5.24 (%18.5 üstte),-20.18,39.91,68.48,-0.77,
2026-07-20 15:58,CEMTS,9.4,🔴 Düşüş Trendinde,⏳ BEKLE,-,-,🔴 Ayı Piyasası (EMA 50 En Altta),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 9.43 (%0.3 üstte),-,11.09-11.57 (%18.0 üstte),-11.25,38.21,46.21,-0.85,
2026-07-20 15:58,CEMZY,13.08,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟡 Normal Genişlik,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Destek: 13.01 (%0.5 altta) | EMA55 Direnç: 13.38 (%2.3 üstte),-,-,25.92,44.84,70.01,-0.69,
2026-07-20 15:58,CEOEM,24.5,🩸 SAT (Trend Kırıldı),🔴 SAT,-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),⚪ Yelpaze Açık,⚪Fiyat Alt_Orta Bant Aralığında,EMA100 Direnç: 25.78 (%5.2 üstte),23.74-25.88 (fiyat bandın içinde!),37.10-38.62 (%51.4 üstte),-9.49,41.21,7.65,-0.43,
2026-07-20 15:58,CGCAM,45.94,🟢 Yükseliş Trendinde,🟢 AL (Trend Onaylı),-,-,⚠️ Yükseliş Trendinde Düzeltme (SSL Negatif),🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA5 Destek: 45.90 (%0.1 altta),34.52-36.90 (%19.7 altta),-,14.86,52.76,36.14,0.27,
2026-07-20 15:58,CIMSA,49.96,🔴 Düşüş Trendinde,🟢 AL (Trend Onaylı),-,-,"📉 Düşüş Hazırlığı (50<100 Kesti, 150 Bekleniyor)",🟠 Daralıyor,🟡Fiyat Orta-Üst Bant Aralığında,EMA55 Destek: 49.76 (%0.4 altta) | EMA100 Direnç: 50.05 (%0.2 üstte),43.51-44.45 (%11.0 altta),51.55-53.90 (%3.2 üstte),2.46,55.41,100.0,0.18,
2026-07-20 15:58,CLEBI,1523.0,🔴 Düşüş Trendinde,🔴 SAT,🔴 ZAYIFLAMA (Zaten Dipte),-,🔴 Ayı Piyasası (EMA 50 En Altta),🟠 Daralıyor,⚪Fiyat Alt_Orta Bant Aralığında,EMA5 Direnç: 1534.40 (%0.7 üstte),-,-,-8.57,36.77,57.33,-0.77,
